PRECINCT,Date,Race,totvote,DEM_Turnout,REP_Turnout,NPA_Turnout,Other_party_Turnout,White_Turnout,Black_Turnout,Hispanic_Turnout,Other_race_Turnout,Male_Turnout,Female_Turnout,Unkwn_Turnout,pct_white,pct_black,pct_non_bw,DEM_candidate_votes,REP_candidate_votes,OTHER_candidate_votes,Total_contest_votes,pct_dem,pct_rep,D-R_vote_pct,D-R_vote,District,Undervotes
1307,5/19/2015,City Council At-Large - 5,1470,369,886,170,45,1409,10,19,32,689,779,2,0.958503401,0.006802721,0.034693878,496,887,0,1383,0.358640636,0.641359364,-0.282718727,-391,13,87
1308,5/19/2015,City Council At-Large - 5,1044,388,507,121,28,872,139,9,24,463,572,9,0.835249042,0.133141762,0.031609195,452,545,0,997,0.45336008,0.54663992,-0.09327984,-93,13,47
1309,5/19/2015,City Council At-Large - 5,1063,298,634,109,22,1018,11,12,22,516,536,11,0.95766698,0.010348071,0.031984948,317,699,0,1016,0.312007874,0.687992126,-0.375984252,-382,13,47
1310,5/19/2015,City Council At-Large - 5,861,237,495,111,18,822,6,11,22,404,454,3,0.954703833,0.006968641,0.038327526,245,569,0,814,0.300982801,0.699017199,-0.398034398,-324,13,47
1311,5/19/2015,City Council At-Large - 5,1034,286,591,118,39,971,28,9,26,473,557,4,0.939071567,0.027079304,0.03384913,315,667,0,982,0.320773931,0.679226069,-0.358452138,-352,13,52
1312,5/19/2015,City Council At-Large - 5,524,215,203,81,25,373,107,14,30,237,282,5,0.711832061,0.204198473,0.083969466,238,264,0,502,0.474103586,0.525896414,-0.051792829,-26,13,22
1313,5/19/2015,City Council At-Large - 5,1517,297,1020,167,33,1407,43,24,43,724,784,9,0.927488464,0.028345419,0.044166117,351,1099,0,1450,0.242068966,0.757931034,-0.515862069,-748,13,67
1314,5/19/2015,City Council At-Large - 5,115,33,58,21,3,88,13,9,5,58,55,2,0.765217391,0.113043478,0.12173913,34,75,0,109,0.311926606,0.688073394,-0.376146789,-41,13,6
1315,5/19/2015,City Council At-Large - 5,1053,369,502,157,25,789,159,37,68,496,543,14,0.749287749,0.150997151,0.0997151,405,618,0,1023,0.395894428,0.604105572,-0.208211144,-213,13,30
1401,5/19/2015,City Council At-Large - 5,801,339,357,90,15,502,222,27,50,351,444,6,0.626716604,0.277153558,0.096129838,333,443,0,776,0.429123711,0.570876289,-0.141752577,-110,14,25
1402,5/19/2015,City Council At-Large - 5,1039,403,498,112,26,576,327,38,98,482,541,16,0.554379211,0.314725698,0.130895091,431,577,0,1008,0.427579365,0.572420635,-0.14484127,-146,14,31
1403,5/19/2015,City Council At-Large - 5,818,313,382,99,24,468,261,29,60,381,430,7,0.572127139,0.319070905,0.108801956,347,445,0,792,0.438131313,0.561868687,-0.123737374,-98,14,26
1404,5/19/2015,City Council At-Large - 5,1824,684,875,201,64,1716,36,27,45,895,920,9,0.940789474,0.019736842,0.039473684,896,833,0,1729,0.518218623,0.481781377,0.036437247,63,14,95
1405,5/19/2015,City Council At-Large - 5,768,348,299,90,31,655,76,14,23,366,395,7,0.852864583,0.098958333,0.048177083,339,382,0,721,0.470180305,0.529819695,-0.05963939,-43,14,47
1406,5/19/2015,City Council At-Large - 5,594,237,280,63,14,401,138,16,39,272,317,5,0.675084175,0.232323232,0.092592593,225,354,0,579,0.388601036,0.611398964,-0.222797927,-129,14,15
1407,5/19/2015,City Council At-Large - 5,446,249,117,60,20,307,107,11,21,221,218,7,0.688340807,0.239910314,0.071748879,305,118,0,423,0.721040189,0.278959811,0.442080378,187,14,23
1408,5/19/2015,City Council At-Large - 5,1062,338,600,91,33,1002,23,11,26,505,552,5,0.943502825,0.02165725,0.034839925,385,612,0,997,0.386158475,0.613841525,-0.227683049,-227,14,65
1409,5/19/2015,City Council At-Large - 5,1235,447,640,117,31,954,206,14,61,564,655,16,0.772469636,0.166801619,0.060728745,437,762,0,1199,0.364470392,0.635529608,-0.271059216,-325,14,36
1410,5/19/2015,City Council At-Large - 5,1387,625,598,128,36,832,448,27,80,579,793,15,0.599855804,0.322999279,0.077144917,644,702,0,1346,0.478454681,0.521545319,-0.043090639,-58,14,41
1411,5/19/2015,City Council At-Large - 5,2694,559,1943,142,50,2612,17,23,42,1244,1428,22,0.96956199,0.006310319,0.024127691,829,1755,0,2584,0.320820433,0.679179567,-0.358359133,-926,14,110
1412,5/19/2015,City Council At-Large - 5,1088,452,523,86,27,886,147,19,36,499,574,15,0.814338235,0.135110294,0.050551471,397,631,0,1028,0.38618677,0.61381323,-0.227626459,-234,14,60
1413,5/19/2015,City Council At-Large - 5,1399,604,580,167,48,1247,81,23,48,683,701,15,0.891350965,0.057898499,0.050750536,773,569,0,1342,0.576005961,0.423994039,0.152011923,204,14,57
1414,5/19/2015,City Council At-Large - 5,451,206,193,42,10,255,149,22,25,207,239,5,0.5654102,0.33037694,0.10421286,211,229,0,440,0.479545455,0.520454545,-0.040909091,-18,14,11
1415,5/19/2015,City Council At-Large - 5,911,394,398,96,23,804,55,14,38,382,512,17,0.882546652,0.060373216,0.057080132,478,384,0,862,0.554524362,0.445475638,0.109048724,94,14,49
101,11/8/2016,President,2038,931,751,300,56,1138,647,131,122,868,1131,39,0.558390579,0.317468106,0.124141315,1028,913,77,2018,0.509415263,0.452428147,0.056987116,115,1,20
102,11/8/2016,President,3373,1962,797,547,67,1261,1633,205,274,1304,1956,113,0.373851171,0.484138749,0.14201008,2182,1007,164,3353,0.650760513,0.300328064,0.350432449,1175,1,20
103,11/8/2016,President,1124,424,484,185,31,719,276,53,76,503,595,26,0.639679715,0.245551601,0.114768683,479,594,46,1119,0.428060769,0.530831099,-0.102770331,-115,1,5
104,11/8/2016,President,1871,783,745,289,54,1082,538,124,127,805,1028,38,0.578300374,0.287546766,0.134152859,847,918,95,1860,0.455376344,0.493548387,-0.038172043,-71,1,11
105,11/8/2016,President,3119,1273,1300,463,83,1948,794,176,201,1334,1707,78,0.624559154,0.254568772,0.120872074,1374,1592,134,3100,0.443225806,0.513548387,-0.070322581,-218,1,19
106,11/8/2016,President,3679,1707,1384,513,75,2004,1338,130,207,1496,2118,65,0.544713237,0.363685784,0.091600979,1914,1599,144,3657,0.52337982,0.437243642,0.086136177,315,1,22
107,11/8/2016,President,1030,593,254,160,23,451,467,55,57,423,586,21,0.437864078,0.453398058,0.108737864,654,332,34,1020,0.641176471,0.325490196,0.315686275,322,1,10
108,11/8/2016,President,1681,693,702,245,41,1151,340,89,101,723,923,35,0.684711481,0.202260559,0.11302796,690,906,69,1665,0.414414414,0.544144144,-0.12972973,-216,1,16
109,11/8/2016,President,1066,490,410,140,26,668,309,33,56,469,582,15,0.626641651,0.289868668,0.083489681,536,470,51,1057,0.507095553,0.444654683,0.06244087,66,1,9
110,11/8/2016,President,1732,526,946,211,49,1422,150,54,106,768,930,34,0.821016166,0.086605081,0.092378753,600,1037,80,1717,0.349446709,0.603960396,-0.254513687,-437,1,15
111,11/8/2016,President,1312,434,676,174,28,974,220,52,66,583,711,18,0.742378049,0.167682927,0.089939024,473,775,54,1302,0.36328725,0.595238095,-0.231950845,-302,1,10
112,11/8/2016,President,1282,637,371,232,42,609,488,88,97,515,725,42,0.475039002,0.380655226,0.144305772,743,461,63,1267,0.586424625,0.363851618,0.222573007,282,1,15
113,11/8/2016,President,4332,1924,1585,711,112,2346,1421,238,327,1793,2439,100,0.541551247,0.328024007,0.130424746,2236,1885,183,4304,0.519516729,0.437964684,0.081552045,351,1,28
114,11/8/2016,President,1440,854,297,253,36,532,729,92,87,526,864,50,0.369444444,0.50625,0.124305556,947,433,56,1436,0.659470752,0.301532033,0.357938719,514,1,4
201,11/8/2016,President,2828,896,1494,362,76,2086,477,113,152,1301,1483,44,0.737623762,0.168670438,0.093705799,872,1825,110,2807,0.310651942,0.650160314,-0.339508372,-953,2,21
202,11/8/2016,President,4011,1120,1955,802,134,2670,581,214,546,1833,2078,100,0.665669409,0.144851658,0.189478933,1481,2291,209,3981,0.372017081,0.575483547,-0.203466466,-810,2,30
203,11/8/2016,President,3409,1389,1341,584,95,1991,966,220,232,1427,1888,94,0.584042241,0.283367556,0.132590202,1604,1610,171,3385,0.473855244,0.47562777,-0.001772526,-6,2,24
204,11/8/2016,President,1899,532,1089,221,57,1602,188,42,67,832,1046,21,0.843601896,0.098999473,0.057398631,461,1366,62,1889,0.244044468,0.723133933,-0.479089465,-905,2,10
205,11/8/2016,President,5772,2096,2638,896,142,3742,1384,281,365,2599,3064,109,0.648302148,0.23977824,0.111919612,2161,3360,215,5736,0.376743375,0.585774059,-0.209030683,-1199,2,36
206,11/8/2016,President,3870,816,2465,484,105,3326,238,110,196,1847,1975,48,0.859431525,0.061498708,0.079069767,959,2737,149,3845,0.249414824,0.71183355,-0.462418726,-1778,2,25
207,11/8/2016,President,4158,1400,1875,763,120,2827,819,223,289,1791,2282,85,0.67989418,0.196969697,0.123136123,1671,2236,226,4133,0.404306799,0.541011372,-0.136704573,-565,2,25
208,11/8/2016,President,1865,399,1214,209,43,1646,136,25,58,906,930,29,0.882573727,0.072922252,0.044504021,386,1422,46,1854,0.20819849,0.766990291,-0.558791802,-1036,2,11
209,11/8/2016,President,2063,472,1229,310,52,1769,118,61,115,976,1052,35,0.857489094,0.057198255,0.085312651,508,1427,107,2042,0.24877571,0.698824682,-0.450048972,-919,2,21
210,11/8/2016,President,296,71,193,22,10,283,1,4,8,150,143,3,0.956081081,0.003378378,0.040540541,69,218,9,296,0.233108108,0.736486486,-0.503378378,-149,2,0
211,11/8/2016,President,3595,1164,1713,621,97,2325,834,164,272,1650,1849,96,0.646731572,0.231988873,0.121279555,1296,2130,151,3577,0.362314789,0.595471065,-0.233156276,-834,2,18
212,11/8/2016,President,537,111,350,66,10,518,5,1,13,252,273,12,0.96461825,0.009310987,0.026070764,82,440,14,536,0.152985075,0.820895522,-0.667910448,-358,2,1
213,11/8/2016,President,1162,273,747,121,21,896,153,33,80,555,590,17,0.771084337,0.131669535,0.097246127,350,765,32,1147,0.305143854,0.66695728,-0.361813426,-415,2,15
301,11/8/2016,President,1720,267,1200,214,39,1468,91,36,125,839,854,27,0.853488372,0.052906977,0.093604651,473,1176,57,1706,0.277256741,0.68933177,-0.412075029,-703,3,14
302,11/8/2016,President,1737,509,824,348,56,1266,180,100,191,817,882,38,0.728842832,0.103626943,0.167530225,582,1050,95,1727,0.337000579,0.607990735,-0.270990156,-468,3,10
303,11/8/2016,President,2708,660,1512,454,82,2270,156,95,187,1217,1433,58,0.838257016,0.05760709,0.104135894,831,1699,154,2684,0.309612519,0.633010432,-0.323397914,-868,3,24
304,11/8/2016,President,1783,266,1184,285,48,1570,45,34,134,855,900,28,0.880538418,0.025238362,0.094223219,493,1213,54,1760,0.280113636,0.689204545,-0.409090909,-720,3,23
305,11/8/2016,President,4228,1091,2125,845,167,3400,293,185,350,1817,2305,106,0.804162725,0.069299905,0.12653737,1528,2415,255,4198,0.363982849,0.57527394,-0.211291091,-887,3,30
306,11/8/2016,President,3003,1028,1153,712,110,1643,543,256,561,1353,1546,104,0.547119547,0.180819181,0.272061272,1477,1333,170,2980,0.495637584,0.447315436,0.048322148,144,3,23
307,11/8/2016,President,1887,539,847,429,72,1400,177,155,155,823,1018,46,0.741918389,0.093799682,0.164281929,687,1069,115,1871,0.367183324,0.571352218,-0.204168894,-382,3,16
308,11/8/2016,President,1422,316,798,251,57,1199,83,51,89,639,763,20,0.843178622,0.058368495,0.098452883,419,917,75,1411,0.296952516,0.649893692,-0.352941176,-498,3,11
309,11/8/2016,President,2398,765,1077,478,78,1640,328,166,264,1027,1322,49,0.683903253,0.136780651,0.179316097,974,1282,125,2381,0.409071819,0.538429231,-0.129357413,-308,3,17
310,11/8/2016,President,2291,438,1393,389,71,2009,66,78,138,976,1280,35,0.876909646,0.028808381,0.094281973,684,1479,98,2261,0.302521008,0.654135338,-0.35161433,-795,3,30
311,11/8/2016,President,2075,438,1211,342,84,1802,79,60,134,958,1072,45,0.868433735,0.038072289,0.093493976,592,1372,96,2060,0.287378641,0.666019417,-0.378640777,-780,3,15
312,11/8/2016,President,5209,1330,2605,1093,181,3817,452,296,644,2339,2731,139,0.732770205,0.086772893,0.180456902,1946,2932,286,5164,0.376839659,0.567776917,-0.190937258,-986,3,45
313,11/8/2016,President,3574,1118,1639,698,119,2191,585,259,539,1617,1867,90,0.613038612,0.163682149,0.223279239,1439,1945,168,3552,0.405123874,0.547578829,-0.142454955,-506,3,22
315,11/8/2016,President,1346,378,655,271,42,923,201,78,144,630,679,37,0.685735513,0.149331352,0.164933135,464,799,71,1334,0.347826087,0.598950525,-0.251124438,-335,3,12
401,11/8/2016,President,1008,368,500,124,16,780,148,30,50,443,551,14,0.773809524,0.146825397,0.079365079,365,587,50,1002,0.364271457,0.585828343,-0.221556886,-222,4,6
402,11/8/2016,President,2750,1139,956,561,94,1585,616,249,300,1122,1548,80,0.576363636,0.224,0.199636364,1261,1310,160,2731,0.461735628,0.479677774,-0.017942146,-49,4,19
403,11/8/2016,President,4097,1758,1476,753,110,2395,956,315,431,1715,2261,121,0.584574079,0.233341469,0.182084452,2022,1876,171,4069,0.496927992,0.46104694,0.035881052,146,4,28
404,11/8/2016,President,2260,655,1278,266,61,1988,113,54,105,1025,1183,52,0.879646018,0.05,0.070353982,590,1538,118,2246,0.262689225,0.68477293,-0.422083704,-948,4,14
405,11/8/2016,President,1353,635,438,249,31,775,383,96,99,564,755,34,0.572801183,0.283074649,0.144124169,729,551,62,1342,0.543219076,0.410581222,0.132637854,178,4,11
407,11/8/2016,President,4349,1388,2061,763,137,3016,610,215,508,1889,2333,127,0.693492757,0.140262129,0.166245114,1829,2273,218,4320,0.42337963,0.526157407,-0.102777778,-444,4,29
408,11/8/2016,President,2920,933,1481,443,63,2301,335,137,147,1228,1615,77,0.788013699,0.114726027,0.097260274,918,1846,137,2901,0.316442606,0.636332299,-0.319889693,-928,4,19
409,11/8/2016,President,2172,877,878,361,56,1397,457,151,167,904,1218,50,0.643186004,0.210405157,0.14640884,986,1081,82,2149,0.458818055,0.503024663,-0.044206608,-95,4,23
410,11/8/2016,President,3052,1150,1206,613,83,1796,613,245,398,1399,1564,89,0.588466579,0.2008519,0.21068152,1299,1571,158,3028,0.428996037,0.518824306,-0.089828269,-272,4,24
411,11/8/2016,President,3094,1097,1227,655,115,2030,433,302,329,1376,1611,107,0.656108597,0.139948287,0.203943116,1332,1597,149,3078,0.432748538,0.518843405,-0.086094867,-265,4,16
412,11/8/2016,President,2165,713,867,509,76,1491,322,131,221,936,1140,89,0.688683603,0.148729792,0.162586605,1043,974,125,2142,0.486928105,0.454715219,0.032212885,69,4,23
501,11/8/2016,President,2478,770,1176,450,82,2125,133,68,152,1151,1267,60,0.857546408,0.053672316,0.088781275,1133,1163,159,2455,0.461507128,0.473727088,-0.012219959,-30,5,23
502,11/8/2016,President,874,252,478,113,31,788,34,16,36,405,456,13,0.901601831,0.038901602,0.059496568,296,513,59,868,0.341013825,0.591013825,-0.25,-217,5,6
503,11/8/2016,President,1832,994,469,320,49,869,658,168,137,675,1098,59,0.474344978,0.359170306,0.166484716,1165,563,93,1821,0.639758375,0.309170785,0.330587589,602,5,11
504,11/8/2016,President,1466,383,868,174,41,1329,37,34,66,669,773,24,0.906548431,0.025238745,0.068212824,557,791,108,1456,0.382554945,0.543269231,-0.160714286,-234,5,10
505,11/8/2016,President,2044,438,1314,230,62,1900,12,45,87,958,1056,30,0.929549902,0.005870841,0.064579256,693,1207,118,2018,0.343409316,0.598116947,-0.254707631,-514,5,26
506,11/8/2016,President,2701,1264,942,431,64,1592,782,136,191,1114,1506,81,0.589411329,0.289522399,0.121066272,1414,1142,125,2681,0.527415144,0.425960463,0.101454681,272,5,20
507,11/8/2016,President,1306,657,451,152,46,728,474,42,62,545,737,24,0.557427259,0.362940276,0.079632466,740,495,60,1295,0.571428571,0.382239382,0.189189189,245,5,11
508,11/8/2016,President,3821,1132,2023,552,114,3306,161,165,189,1696,2069,56,0.865218529,0.042135567,0.092645904,1368,2205,214,3787,0.361235807,0.582255083,-0.221019276,-837,5,34
509,11/8/2016,President,3276,993,1851,367,65,2811,218,108,139,1448,1777,51,0.858058608,0.066544567,0.075396825,1159,1936,137,3232,0.358601485,0.599009901,-0.240408416,-777,5,44
510,11/8/2016,President,2651,827,1356,385,83,2130,273,113,135,1205,1405,41,0.803470389,0.102980008,0.093549604,973,1523,132,2628,0.370243531,0.579528158,-0.209284627,-550,5,23
511,11/8/2016,President,2184,1021,780,324,59,1370,530,128,156,937,1192,55,0.627289377,0.242673993,0.13003663,1041,1019,106,2166,0.480609418,0.470452447,0.010156971,22,5,18
512,11/8/2016,President,3550,1425,1388,624,113,2181,778,269,322,1423,2039,88,0.614366197,0.21915493,0.166478873,1749,1579,194,3522,0.496592845,0.448324815,0.04826803,170,5,28
513,11/8/2016,President,1708,697,673,297,41,1097,361,98,152,752,895,61,0.642271663,0.211358314,0.146370023,747,878,66,1691,0.441750444,0.519219397,-0.077468953,-131,5,17
601,11/8/2016,President,2734,553,1784,328,69,2433,108,67,126,1303,1389,42,0.889904901,0.03950256,0.070592538,661,1950,103,2714,0.243551953,0.718496684,-0.474944731,-1289,6,20
602,11/8/2016,President,3291,910,1737,530,114,2621,247,188,235,1525,1717,49,0.796414464,0.075053175,0.128532361,1083,2031,153,3267,0.331496786,0.621671258,-0.290174472,-948,6,24
603,11/8/2016,President,3120,828,1869,350,73,2803,73,90,154,1399,1688,33,0.898397436,0.023397436,0.078205128,999,1938,148,3085,0.323824959,0.628200972,-0.304376013,-939,6,35
604,11/8/2016,President,1630,346,1061,175,48,1479,19,55,77,768,837,25,0.907361963,0.011656442,0.080981595,402,1144,71,1617,0.248608534,0.707482993,-0.458874459,-742,6,13
605,11/8/2016,President,3328,700,2107,430,91,2932,116,89,191,1592,1679,57,0.881009615,0.034855769,0.084134615,844,2314,148,3306,0.255293406,0.699939504,-0.444646098,-1470,6,22
606,11/8/2016,President,4625,1016,2847,636,126,4114,172,117,222,2132,2427,66,0.889513514,0.037189189,0.073297297,1229,3138,212,4579,0.268399214,0.685302468,-0.416903254,-1909,6,46
607,11/8/2016,President,1688,557,819,253,59,1322,188,94,84,700,949,39,0.783175355,0.111374408,0.105450237,634,949,96,1679,0.377605718,0.565217391,-0.187611674,-315,6,9
608,11/8/2016,President,4869,1388,2428,894,159,3800,447,314,308,2054,2714,101,0.780447731,0.091805299,0.127746971,1689,2898,244,4831,0.349617057,0.599875802,-0.250258746,-1209,6,38
609,11/8/2016,President,1470,491,699,234,46,1115,161,111,83,649,797,24,0.758503401,0.10952381,0.131972789,551,821,83,1455,0.378694158,0.564261168,-0.18556701,-270,6,15
610,11/8/2016,President,4283,949,2560,630,144,3763,158,149,213,2025,2193,65,0.878589774,0.03689003,0.084520196,1058,3026,178,4262,0.248240263,0.709995307,-0.461755045,-1968,6,21
611,11/8/2016,President,1915,603,910,318,84,1564,140,105,106,801,1086,28,0.816710183,0.07310705,0.110182768,703,1086,113,1902,0.369610936,0.570977918,-0.201366982,-383,6,13
612,11/8/2016,President,3622,962,1900,649,111,2623,347,212,440,1675,1866,81,0.724185533,0.095803424,0.180011044,1269,2136,188,3593,0.353186752,0.594489285,-0.241302533,-867,6,29
613,11/8/2016,President,2537,725,1273,459,80,1975,258,154,150,1134,1353,50,0.778478518,0.101694915,0.119826567,894,1489,137,2520,0.354761905,0.590873016,-0.236111111,-595,6,17
614,11/8/2016,President,1181,328,601,209,43,878,113,61,129,551,608,22,0.743437765,0.095681626,0.16088061,425,711,40,1176,0.361394558,0.604591837,-0.243197279,-286,6,5
701,11/8/2016,President,755,502,166,70,17,312,404,14,25,297,438,20,0.413245033,0.535099338,0.051655629,486,238,25,749,0.648865154,0.317757009,0.331108144,248,7,6
702,11/8/2016,President,800,633,89,67,11,172,579,13,36,282,492,26,0.215,0.72375,0.06125,650,130,17,797,0.815558344,0.163111669,0.652446675,520,7,3
703,11/8/2016,President,5148,2029,2110,853,156,3177,1464,227,280,2261,2790,97,0.617132867,0.284382284,0.098484848,2132,2811,185,5128,0.41575663,0.548166927,-0.132410296,-679,7,20
704,11/8/2016,President,1845,1193,333,257,62,758,926,38,123,789,1000,56,0.410840108,0.501897019,0.087262873,1409,321,101,1831,0.76952485,0.175314036,0.594210814,1088,7,14
705,11/8/2016,President,3205,1925,885,337,58,1264,1700,83,158,1323,1812,70,0.394383775,0.530421217,0.075195008,1940,1174,71,3185,0.609105181,0.368602826,0.240502355,766,7,20
706,11/8/2016,President,764,698,17,42,7,19,715,4,26,256,491,17,0.02486911,0.935863874,0.039267016,734,18,8,760,0.965789474,0.023684211,0.942105263,716,7,4
707,11/8/2016,President,1790,1555,86,133,16,130,1586,16,58,590,1160,40,0.072625698,0.88603352,0.041340782,1610,120,38,1768,0.910633484,0.067873303,0.842760181,1490,7,22
708,11/8/2016,President,716,608,40,60,8,70,604,5,37,257,443,16,0.097765363,0.843575419,0.058659218,637,58,16,711,0.895921238,0.081575246,0.814345992,579,7,5
709,11/8/2016,President,3565,3075,159,289,42,115,3206,74,170,1272,2200,93,0.032258065,0.899298738,0.068443198,3301,176,60,3537,0.933276788,0.049759683,0.883517105,3125,7,28
